1,37,51887.99,0,0,0,0,1,0
0,21,148757.07,0,1,0,1,0,0
0,80,149022.46,0,1,0,0,0,0
0,42,131774.59,1,0,0,0,0,0
0,70,117448.88,0,1,0,1,0,0
0,35,34355.11,0,1,0,1,0,0
1,34,135977.25,1,0,0,1,0,0
1,27,79746.06,0,1,0,0,0,1
0,27,136846.72,1,0,1,0,0,0
1,67,91569.33,1,0,0,0,0,1
1,57,58222.14,0,0,0,0,0,0
0,68,49375.55,1,0,1,0,0,0
0,45,57207.05,0,0,0,0,1,0
0,68,36674.73,0,1,0,0,0,1
1,24,65830.22,0,1,0,0,0,1
0,74,27294.27,1,0,0,0,0,0
1,75,133768.17,1,0,0,0,0,1
0,49,112206.68,1,0,0,1,0,0
0,54,141781.38,0,0,0,1,0,0
0,59,72403.5,0,0,1,0,0,0
1,30,70423.22,0,1,1,0,0,0
0,25,41513.89,1,0,0,0,1,0
1,60,46975.13,0,0,0,0,1,0
1,68,103933.24,0,1,1,0,0,0
1,69,64020.27,0,1,0,0,1,0
1,47,110037.6,0,1,0,0,0,0
1,78,93517.62,1,0,1,0,0,0
1,52,51908.08,1,0,0,0,1,0
0,68,31470.09,0,1,0,0,1,0
1,24,71957.94,1,0,1,0,0,0
1,79,76257.15,1,0,0,0,0,0
1,49,52629.49,1,0,0,0,0,1
0,70,148904.98,0,0,0,0,0,0
1,39,89072.51,1,0,1,0,0,0
1,31,134447.39,0,1,0,0,0,1
1,37,145852.79,1,0,0,0,1,0
1,77,75135.14,1,0,1,0,0,0
1,62,132097.97,0,1,0,0,1,0
1,78,64144.27,0,0,0,0,0,0
1,32,40899.55,0,1,1,0,0,0
1,79,144526.31,1,0,0,0,1,0
1,37,96310.74,0,1,0,0,1,0
1,37,105587.19,1,0,0,0,0,0
0,18,34687.87,0,0,0,0,0,0
1,51,31359.05,1,0,1,0,0,0
0,36,145952.55,1,0,0,0,0,0
0,80,105466.95,0,1,0,0,0,0
1,40,135268.79,0,1,1,0,0,0
1,47,57506.65,0,0,1,0,0,0
1,59,79555.57,1,0,0,0,0,1
1,47,105218.6,1,0,0,1,0,0
1,40,70415.47,0,0,0,0,1,0
1,55,131344.94,1,0,0,0,0,1
1,30,85070.89,1,0,0,0,0,0
1,57,146419.54,0,1,0,1,0,0
1,48,145012.1,1,0,1,0,0,0
0,62,48239.83,0,0,1,0,0,0
0,56,149323.86,0,0,0,0,0,0
0,34,37794.69,0,1,0,0,0,0
1,20,106745.28,1,0,1,0,0,0
1,50,59105.59,1,0,0,0,1,0
0,37,71965.49,0,0,1,0,0,0
1,26,45905.82,0,1,1,0,0,0
1,52,145709.02,0,1,0,1,0,0
1,28,20431.67,0,1,0,0,0,1
1,74,81178.43,0,0,0,0,0,1
0,56,48058.61,0,0,1,0,0,0
1,30,110650.95,0,1,0,0,0,1
1,33,110032.07,1,0,0,0,0,0
0,61,115213.04,0,1,0,0,1,0
0,60,118663.21,1,0,0,0,0,0
0,36,84276.17,0,0,0,1,0,0
1,60,110542.35,0,1,0,0,1,0
1,65,137135.51,0,1,0,0,0,0
0,73,120178.66,0,1,0,0,1,0
1,51,116893.51,0,0,0,0,0,0
0,70,92812.5,0,1,0,0,0,1
1,28,120181.66,0,1,0,0,1,0
0,39,93158.63,0,1,0,0,0,1
0,50,91634.12,0,1,0,0,0,1
1,50,146713.51,0,1,1,0,0,0
1,55,83561.46,1,0,1,0,0,0
1,47,68659.6,1,0,0,0,1,0
1,43,135609.22,0,1,0,0,0,0
0,25,90351.21,1,0,0,0,0,0
1,61,132103.94,0,0,1,0,0,0
0,61,71662.09,1,0,0,1,0,0
1,40,148696.65,1,0,0,0,0,1
1,51,114530.57,0,1,0,0,1,0
0,43,123613.43,1,0,0,1,0,0
1,43,93717.72,0,1,0,0,0,1
1,22,76322.9,0,1,0,1,0,0
1,72,124943.24,1,0,0,0,0,0
1,49,37777.35,1,0,1,0,0,0
0,50,36161.9,0,0,0,1,0,0
0,80,100046.5,0,1,0,0,0,1
1,52,124513.13,1,0,0,0,0,1
0,35,81571.28,0,0,1,0,0,0
1,76,49774.22,1,0,0,0,1,0
1,19,86306.42,0,0,0,0,0,0
1,59,114847.21,1,0,0,0,0,0
1,50,26082.22,1,0,0,1,0,0
1,24,92430.61,0,0,0,0,0,1
1,80,52617.68,0,1,1,0,0,0
1,33,24741.05,0,1,0,0,0,1
0,41,59903.25,1,0,0,1,0,0
0,71,90393.04,0,0,0,0,1,0
1,62,66940.27,0,1,0,0,0,0
0,18,23611.37,0,1,1,0,0,0
0,66,147497.58,0,1,0,0,0,0
1,43,134886.35,1,0,0,0,1,0
0,47,68674.12,0,1,0,0,1,0
1,32,74576.12,0,0,0,0,1,0
1,38,145577.45,0,1,0,1,0,0
1,60,113865.85,0,1,0,0,1,0
0,24,92345.42,1,0,0,0,0,0
1,70,136566.84,0,1,0,0,1,0
1,19,98395.8,0,1,0,0,0,1
1,41,119350.23,0,0,1,0,0,0
1,24,25756.92,0,1,0,1,0,0
0,22,20793.86,1,0,0,0,0,1
1,55,92238.55,0,0,0,0,0,0
1,66,109276.14,1,0,0,0,0,1
0,61,64652.3,0,0,1,0,0,0
1,44,117735.71,0,0,0,1,0,0
0,51,59000.68,0,1,1,0,0,0
1,71,70189.53,0,0,0,0,0,1
0,42,105590.31,0,1,1,0,0,0
0,26,49935.18,0,1,0,0,1,0
0,30,28097.61,1,0,0,0,1,0
1,54,94068.89,0,0,1,0,0,0
1,74,79275.86,0,1,0,1,0,0
1,60,134504.81,1,0,1,0,0,0
0,58,28108.63,0,0,0,1,0,0
1,62,60859.03,0,1,0,1,0,0
0,47,143183.78,0,1,0,0,1,0
1,31,94733.3,1,0,0,1,0,0
0,74,35127.45,0,1,0,1,0,0
0,40,32194.03,1,0,0,0,1,0
0,60,105100.9,0,1,0,0,0,1
1,74,49913.88,0,1,1,0,0,0
0,62,22493.82,0,0,0,0,1,0
0,50,53025.16,1,0,0,1,0,0
1,68,84167.19,1,0,0,1,0,0
0,33,42137.59,0,1,0,0,0,1
0,41,66575.56,0,1,0,0,1,0
1,36,66305.94,1,0,0,0,1,0
0,67,62729.33,0,0,1,0,0,0
0,21,30442.36,0,0,1,0,0,0
1,20,149308.32,0,1,0,0,0,0
0,28,121079.16,0,0,0,0,0,1
1,38,79384.87,0,1,0,1,0,0
1,32,148010.77,0,1,0,0,1,0
0,21,35449.17,0,1,0,0,1,0
1,21,48060.47,0,1,0,0,1,0
0,45,108750.3,0,0,0,0,1,0
1,60,53212.92,1,0,0,0,1,0
1,35,99423.39,0,0,1,0,0,0
1,26,60437.53,1,0,0,0,0,1
1,52,133998.98,0,1,0,0,0,0
0,23,95936.2,0,0,1,0,0,0
1,18,101104.99,0,1,0,0,0,0
1,42,22248.74,1,0,0,0,0,1
1,46,120970.62,0,1,0,0,0,1
1,25,91306.97,0,1,0,0,1,0
0,56,137840.43,0,1,0,0,1,0
1,27,32201.97,0,0,1,0,0,0
1,71,71884.79,0,1,0,0,0,0
0,50,35114.33,0,0,0,0,0,1
1,80,142139.07,0,0,0,0,1,0
