1,37,51887.99,False,False,False,False,True,False
0,21,148757.07,False,True,False,True,False,False
0,80,149022.46,False,True,False,False,False,False
0,42,131774.59,True,False,False,False,False,False
0,70,117448.88,False,True,False,True,False,False
0,35,34355.11,False,True,False,True,False,False
1,34,135977.25,True,False,False,True,False,False
1,27,79746.06,False,True,False,False,False,True
0,27,136846.72,True,False,True,False,False,False
1,67,91569.33,True,False,False,False,False,True
1,57,58222.14,False,False,False,False,False,False
0,68,49375.55,True,False,True,False,False,False
0,45,57207.05,False,False,False,False,True,False
0,68,36674.73,False,True,False,False,False,True
1,24,65830.22,False,True,False,False,False,True
0,74,27294.27,True,False,False,False,False,False
1,75,133768.17,True,False,False,False,False,True
0,49,112206.68,True,False,False,True,False,False
0,54,141781.38,False,False,False,True,False,False
0,59,72403.5,False,False,True,False,False,False
1,30,70423.22,False,True,True,False,False,False
0,25,41513.89,True,False,False,False,True,False
1,60,46975.13,False,False,False,False,True,False
1,68,103933.24,False,True,True,False,False,False
1,69,64020.27,False,True,False,False,True,False
1,47,110037.6,False,True,False,False,False,False
1,78,93517.62,True,False,True,False,False,False
1,52,51908.08,True,False,False,False,True,False
0,68,31470.09,False,True,False,False,True,False
1,24,71957.94,True,False,True,False,False,False
1,79,76257.15,True,False,False,False,False,False
1,49,52629.49,True,False,False,False,False,True
0,70,148904.98,False,False,False,False,False,False
1,39,89072.51,True,False,True,False,False,False
1,31,134447.39,False,True,False,False,False,True
1,37,145852.79,True,False,False,False,True,False
1,77,75135.14,True,False,True,False,False,False
1,62,132097.97,False,True,False,False,True,False
1,78,64144.27,False,False,False,False,False,False
1,32,40899.55,False,True,True,False,False,False
1,79,144526.31,True,False,False,False,True,False
1,37,96310.74,False,True,False,False,True,False
1,37,105587.19,True,False,False,False,False,False
0,18,34687.87,False,False,False,False,False,False
1,51,31359.05,True,False,True,False,False,False
0,36,145952.55,True,False,False,False,False,False
0,80,105466.95,False,True,False,False,False,False
1,40,135268.79,False,True,True,False,False,False
1,47,57506.65,False,False,True,False,False,False
1,59,79555.57,True,False,False,False,False,True
1,47,105218.6,True,False,False,True,False,False
1,40,70415.47,False,False,False,False,True,False
1,55,131344.94,True,False,False,False,False,True
1,30,85070.89,True,False,False,False,False,False
1,57,146419.54,False,True,False,True,False,False
1,48,145012.1,True,False,True,False,False,False
0,62,48239.83,False,False,True,False,False,False
0,56,149323.86,False,False,False,False,False,False
0,34,37794.69,False,True,False,False,False,False
1,20,106745.28,True,False,True,False,False,False
1,50,59105.59,True,False,False,False,True,False
0,37,71965.49,False,False,True,False,False,False
1,26,45905.82,False,True,True,False,False,False
1,52,145709.02,False,True,False,True,False,False
1,28,20431.67,False,True,False,False,False,True
1,74,81178.43,False,False,False,False,False,True
0,56,48058.61,False,False,True,False,False,False
1,30,110650.95,False,True,False,False,False,True
1,33,110032.07,True,False,False,False,False,False
0,61,115213.04,False,True,False,False,True,False
0,60,118663.21,True,False,False,False,False,False
0,36,84276.17,False,False,False,True,False,False
1,60,110542.35,False,True,False,False,True,False
1,65,137135.51,False,True,False,False,False,False
0,73,120178.66,False,True,False,False,True,False
1,51,116893.51,False,False,False,False,False,False
0,70,92812.5,False,True,False,False,False,True
1,28,120181.66,False,True,False,False,True,False
0,39,93158.63,False,True,False,False,False,True
0,50,91634.12,False,True,False,False,False,True
1,50,146713.51,False,True,True,False,False,False
1,55,83561.46,True,False,True,False,False,False
1,47,68659.6,True,False,False,False,True,False
1,43,135609.22,False,True,False,False,False,False
0,25,90351.21,True,False,False,False,False,False
1,61,132103.94,False,False,True,False,False,False
0,61,71662.09,True,False,False,True,False,False
1,40,148696.65,True,False,False,False,False,True
1,51,114530.57,False,True,False,False,True,False
0,43,123613.43,True,False,False,True,False,False
1,43,93717.72,False,True,False,False,False,True
1,22,76322.9,False,True,False,True,False,False
1,72,124943.24,True,False,False,False,False,False
1,49,37777.35,True,False,True,False,False,False
0,50,36161.9,False,False,False,True,False,False
0,80,100046.5,False,True,False,False,False,True
1,52,124513.13,True,False,False,False,False,True
0,35,81571.28,False,False,True,False,False,False
1,76,49774.22,True,False,False,False,True,False
1,19,86306.42,False,False,False,False,False,False
1,59,114847.21,True,False,False,False,False,False
1,50,26082.22,True,False,False,True,False,False
1,24,92430.61,False,False,False,False,False,True
1,80,52617.68,False,True,True,False,False,False
1,33,24741.05,False,True,False,False,False,True
0,41,59903.25,True,False,False,True,False,False
0,71,90393.04,False,False,False,False,True,False
1,62,66940.27,False,True,False,False,False,False
0,18,23611.37,False,True,True,False,False,False
0,66,147497.58,False,True,False,False,False,False
1,43,134886.35,True,False,False,False,True,False
0,47,68674.12,False,True,False,False,True,False
1,32,74576.12,False,False,False,False,True,False
1,38,145577.45,False,True,False,True,False,False
1,60,113865.85,False,True,False,False,True,False
0,24,92345.42,True,False,False,False,False,False
1,70,136566.84,False,True,False,False,True,False
1,19,98395.8,False,True,False,False,False,True
1,41,119350.23,False,False,True,False,False,False
1,24,25756.92,False,True,False,True,False,False
0,22,20793.86,True,False,False,False,False,True
1,55,92238.55,False,False,False,False,False,False
1,66,109276.14,True,False,False,False,False,True
0,61,64652.3,False,False,True,False,False,False
1,44,117735.71,False,False,False,True,False,False
0,51,59000.68,False,True,True,False,False,False
1,71,70189.53,False,False,False,False,False,True
0,42,105590.31,False,True,True,False,False,False
0,26,49935.18,False,True,False,False,True,False
0,30,28097.61,True,False,False,False,True,False
1,54,94068.89,False,False,True,False,False,False
1,74,79275.86,False,True,False,True,False,False
1,60,134504.81,True,False,True,False,False,False
0,58,28108.63,False,False,False,True,False,False
1,62,60859.03,False,True,False,True,False,False
0,47,143183.78,False,True,False,False,True,False
1,31,94733.3,True,False,False,True,False,False
0,74,35127.45,False,True,False,True,False,False
0,40,32194.03,True,False,False,False,True,False
0,60,105100.9,False,True,False,False,False,True
1,74,49913.88,False,True,True,False,False,False
0,62,22493.82,False,False,False,False,True,False
0,50,53025.16,True,False,False,True,False,False
